D:\GP\data\IMG\center_2019_10_08_16_30_50_959.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_50_959.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_50_959.jpg, 0, 1, 0, 23.39738
D:\GP\data\IMG\center_2019_10_08_16_30_51_075.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_51_075.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_51_075.jpg, -0.09820706, 1, 0, 24.56241
D:\GP\data\IMG\center_2019_10_08_16_30_51_179.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_51_179.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_51_179.jpg, -0.3746155, 1, 0, 25.43413
D:\GP\data\IMG\center_2019_10_08_16_30_51_296.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_51_296.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_51_296.jpg, -0.7612817, 1, 0, 26.23212
D:\GP\data\IMG\center_2019_10_08_16_30_51_408.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_51_408.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_51_408.jpg, -0.7696478, 1, 0, 26.95881
D:\GP\data\IMG\center_2019_10_08_16_30_51_521.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_51_521.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_51_521.jpg, -0.4715916, 1, 0, 27.91015
D:\GP\data\IMG\center_2019_10_08_16_30_51_630.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_51_630.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_51_630.jpg, -0.1030407, 1, 0, 29.05719
D:\GP\data\IMG\center_2019_10_08_16_30_51_740.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_51_740.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_51_740.jpg, 0, 1, 0, 29.94486
D:\GP\data\IMG\center_2019_10_08_16_30_51_840.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_51_840.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_51_840.jpg, 0, 1, 0, 30.19014
D:\GP\data\IMG\center_2019_10_08_16_30_51_940.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_51_940.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_51_940.jpg, 0.08418676, 1, 0, 30.18755
D:\GP\data\IMG\center_2019_10_08_16_30_52_042.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_52_042.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_52_042.jpg, 0.3493687, 1, 0, 30.16359
D:\GP\data\IMG\center_2019_10_08_16_30_52_143.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_52_143.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_52_143.jpg, 0.1319225, 1, 0, 30.19036
D:\GP\data\IMG\center_2019_10_08_16_30_52_244.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_52_244.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_52_244.jpg, 0, 1, 0, 30.18955
D:\GP\data\IMG\center_2019_10_08_16_30_52_348.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_52_348.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_52_348.jpg, 0, 1, 0, 30.18971
D:\GP\data\IMG\center_2019_10_08_16_30_52_449.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_52_449.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_52_449.jpg, 0, 1, 0, 30.19074
D:\GP\data\IMG\center_2019_10_08_16_30_52_557.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_52_557.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_52_557.jpg, 0, 1, 0, 30.19047
D:\GP\data\IMG\center_2019_10_08_16_30_52_671.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_52_671.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_52_671.jpg, 0, 1, 0, 30.19162
D:\GP\data\IMG\center_2019_10_08_16_30_52_777.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_52_777.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_52_777.jpg, -0.177008, 1, 0, 30.18205
D:\GP\data\IMG\center_2019_10_08_16_30_52_879.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_52_879.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_52_879.jpg, -0.4834865, 1, 0, 30.14483
D:\GP\data\IMG\center_2019_10_08_16_30_52_988.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_52_988.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_52_988.jpg, -0.1553209, 1, 0, 30.19224
D:\GP\data\IMG\center_2019_10_08_16_30_53_098.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_53_098.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_53_098.jpg, 0, 1, 0, 30.18891
D:\GP\data\IMG\center_2019_10_08_16_30_53_200.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_53_200.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_53_200.jpg, 0, 1, 0, 30.18994
D:\GP\data\IMG\center_2019_10_08_16_30_53_303.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_53_303.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_53_303.jpg, 0, 1, 0, 30.19039
D:\GP\data\IMG\center_2019_10_08_16_30_53_417.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_53_417.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_53_417.jpg, 0, 1, 0, 30.1907
D:\GP\data\IMG\center_2019_10_08_16_30_53_518.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_53_518.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_53_518.jpg, 0, 1, 0, 30.19056
D:\GP\data\IMG\center_2019_10_08_16_30_53_630.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_53_630.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_53_630.jpg, 0, 1, 0, 30.19041
D:\GP\data\IMG\center_2019_10_08_16_30_53_733.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_53_733.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_53_733.jpg, 0, 1, 0, 30.19042
D:\GP\data\IMG\center_2019_10_08_16_30_53_842.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_53_842.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_53_842.jpg, -0.2857473, 1, 0, 30.1711
D:\GP\data\IMG\center_2019_10_08_16_30_53_944.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_53_944.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_53_944.jpg, -0.06640321, 1, 0, 30.19106
D:\GP\data\IMG\center_2019_10_08_16_30_54_049.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_54_049.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_54_049.jpg, 0, 1, 0, 30.19057
D:\GP\data\IMG\center_2019_10_08_16_30_54_162.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_54_162.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_54_162.jpg, 0, 1, 0, 30.19023
D:\GP\data\IMG\center_2019_10_08_16_30_54_274.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_54_274.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_54_274.jpg, 0, 1, 0, 30.19072
D:\GP\data\IMG\center_2019_10_08_16_30_54_375.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_54_375.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_54_375.jpg, -0.1648548, 1, 0, 30.18291
D:\GP\data\IMG\center_2019_10_08_16_30_54_477.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_54_477.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_54_477.jpg, -0.1304726, 1, 0, 30.18955
D:\GP\data\IMG\center_2019_10_08_16_30_54_581.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_54_581.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_54_581.jpg, 0, 1, 0, 30.18988
D:\GP\data\IMG\center_2019_10_08_16_30_54_683.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_54_683.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_54_683.jpg, 0, 1, 0, 30.19022
D:\GP\data\IMG\center_2019_10_08_16_30_54_783.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_54_783.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_54_783.jpg, 0, 1, 0, 30.19027
D:\GP\data\IMG\center_2019_10_08_16_30_54_885.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_54_885.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_54_885.jpg, -0.2648332, 1, 0, 30.17372
D:\GP\data\IMG\center_2019_10_08_16_30_54_989.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_54_989.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_54_989.jpg, -0.2677398, 1, 0, 30.18822
D:\GP\data\IMG\center_2019_10_08_16_30_55_106.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_55_106.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_55_106.jpg, 0, 1, 0, 30.18649
D:\GP\data\IMG\center_2019_10_08_16_30_55_214.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_55_214.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_55_214.jpg, 0, 1, 0, 30.19009
D:\GP\data\IMG\center_2019_10_08_16_30_55_317.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_55_317.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_55_317.jpg, 0, 1, 0, 30.19029
D:\GP\data\IMG\center_2019_10_08_16_30_55_423.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_55_423.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_55_423.jpg, 0, 1, 0, 30.19029
D:\GP\data\IMG\center_2019_10_08_16_30_55_539.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_55_539.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_55_539.jpg, 0, 1, 0, 30.1903
D:\GP\data\IMG\center_2019_10_08_16_30_55_653.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_55_653.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_55_653.jpg, 0, 1, 0, 30.19032
D:\GP\data\IMG\center_2019_10_08_16_30_55_843.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_55_843.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_55_843.jpg, 0, 1, 0, 30.19027
D:\GP\data\IMG\center_2019_10_08_16_30_55_946.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_55_946.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_55_946.jpg, -0.3165082, 1, 0, 30.16819
D:\GP\data\IMG\center_2019_10_08_16_30_56_054.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_56_054.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_56_054.jpg, -0.2780516, 1, 0, 30.1874
D:\GP\data\IMG\center_2019_10_08_16_30_56_163.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_56_163.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_56_163.jpg, 0, 1, 0, 30.1863
D:\GP\data\IMG\center_2019_10_08_16_30_56_272.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_56_272.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_56_272.jpg, 0, 1, 0, 30.19007
D:\GP\data\IMG\center_2019_10_08_16_30_56_378.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_56_378.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_56_378.jpg, 0, 1, 0, 30.19031
D:\GP\data\IMG\center_2019_10_08_16_30_56_488.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_56_488.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_56_488.jpg, 0, 1, 0, 30.19029
D:\GP\data\IMG\center_2019_10_08_16_30_56_591.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_56_591.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_56_591.jpg, -0.3081337, 1, 0, 30.16884
D:\GP\data\IMG\center_2019_10_08_16_30_56_695.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_56_695.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_56_695.jpg, -0.2906493, 1, 0, 30.18476
D:\GP\data\IMG\center_2019_10_08_16_30_56_810.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_56_810.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_56_810.jpg, 0, 1, 0, 30.18755
D:\GP\data\IMG\center_2019_10_08_16_30_56_924.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_56_924.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_56_924.jpg, 0, 1, 0, 30.19015
D:\GP\data\IMG\center_2019_10_08_16_30_57_037.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_57_037.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_57_037.jpg, 0, 1, 0, 30.19031
D:\GP\data\IMG\center_2019_10_08_16_30_57_166.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_57_166.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_57_166.jpg, 0, 1, 0, 30.19028
D:\GP\data\IMG\center_2019_10_08_16_30_57_281.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_57_281.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_57_281.jpg, 0, 1, 0, 30.19032
D:\GP\data\IMG\center_2019_10_08_16_30_57_391.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_57_391.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_57_391.jpg, 0, 1, 0, 30.19028
D:\GP\data\IMG\center_2019_10_08_16_30_57_500.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_57_500.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_57_500.jpg, 0, 1, 0, 30.19031
D:\GP\data\IMG\center_2019_10_08_16_30_57_603.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_57_603.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_57_603.jpg, 0, 1, 0, 30.19027
D:\GP\data\IMG\center_2019_10_08_16_30_57_706.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_57_706.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_57_706.jpg, 0, 1, 0, 30.19031
D:\GP\data\IMG\center_2019_10_08_16_30_57_812.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_57_812.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_57_812.jpg, 0, 1, 0, 30.19032
D:\GP\data\IMG\center_2019_10_08_16_30_57_920.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_57_920.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_57_920.jpg, 0, 1, 0, 30.19046
D:\GP\data\IMG\center_2019_10_08_16_30_58_025.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_58_025.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_58_025.jpg, 0, 1, 0, 30.1903
D:\GP\data\IMG\center_2019_10_08_16_30_58_131.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_58_131.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_58_131.jpg, -0.3180573, 1, 0, 30.16654
D:\GP\data\IMG\center_2019_10_08_16_30_58_234.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_58_234.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_58_234.jpg, -0.5280694, 1, 0, 30.1461
D:\GP\data\IMG\center_2019_10_08_16_30_58_344.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_58_344.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_58_344.jpg, -0.2417185, 1, 0, 30.19315
D:\GP\data\IMG\center_2019_10_08_16_30_58_463.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_58_463.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_58_463.jpg, 0, 1, 0, 30.18826
D:\GP\data\IMG\center_2019_10_08_16_30_58_570.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_58_570.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_58_570.jpg, 0, 1, 0, 30.18948
D:\GP\data\IMG\center_2019_10_08_16_30_58_683.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_58_683.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_58_683.jpg, 0, 1, 0, 30.18984
D:\GP\data\IMG\center_2019_10_08_16_30_58_794.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_58_794.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_58_794.jpg, 0, 1, 0, 30.18936
D:\GP\data\IMG\center_2019_10_08_16_30_58_913.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_58_913.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_58_913.jpg, 0.3560865, 1, 0, 30.15862
D:\GP\data\IMG\center_2019_10_08_16_30_59_020.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_59_020.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_59_020.jpg, 0.03602534, 1, 0, 30.19064
D:\GP\data\IMG\center_2019_10_08_16_30_59_123.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_59_123.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_59_123.jpg, 0, 1, 0, 30.18992
D:\GP\data\IMG\center_2019_10_08_16_30_59_236.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_59_236.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_59_236.jpg, 0, 1, 0, 30.19044
D:\GP\data\IMG\center_2019_10_08_16_30_59_355.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_59_355.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_59_355.jpg, -0.3533388, 1, 0, 30.15722
D:\GP\data\IMG\center_2019_10_08_16_30_59_459.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_59_459.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_59_459.jpg, -0.03696229, 1, 0, 30.19032
D:\GP\data\IMG\center_2019_10_08_16_30_59_562.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_59_562.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_59_562.jpg, 0, 1, 0, 30.18978
D:\GP\data\IMG\center_2019_10_08_16_30_59_670.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_59_670.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_59_670.jpg, 0, 1, 0, 30.19019
D:\GP\data\IMG\center_2019_10_08_16_30_59_790.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_59_790.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_59_790.jpg, 0, 1, 0, 30.18867
D:\GP\data\IMG\center_2019_10_08_16_30_59_894.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_59_894.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_59_894.jpg, 0, 1, 0, 30.19073
D:\GP\data\IMG\center_2019_10_08_16_30_59_996.jpg, D:\GP\data\IMG\left_2019_10_08_16_30_59_996.jpg, D:\GP\data\IMG\right_2019_10_08_16_30_59_996.jpg, 0, 1, 0, 30.18915
